Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
Sugardaddy,Sugardaddy - Single,Roxy Dekker,04-04-2024,NL9RM2300006,"4,141",20.9,"3,36,77,357","4,771","73,66,163",73,"20,34,940","16,504",,,,"26,06,582",8,"4,571",,14,"4,89,644",,,,,"34,753",,0
Wild Thoughts (feat. Rihanna & Bryson Tiller),"P. Advisory, part 1",DJ Khaled,12/29/2017,FR0Z50033946,"4,139",20.9,,,,,"1,18,97,68,676","63,32,571",,,,"24,32,64,399",,,,,,,,,,,,0
In Your Eyes (feat. Alida),In Your Eyes (feat. Alida),Robin Schulz,01-10-2020,DEA621901341,"4,126",20.9,"33,54,96,248","59,904","1,15,59,966",56,"15,27,89,030","9,79,615","1,42,462","2,22,47,545","21,33,16,577","4,42,64,997",60,"1,79,093",,55,"9,95,213",11,"16,42,602",,"25,52,411","50,04,409",,0
Save Me (with Lainey Wilson),Save Me (with Lainey Wilson),Jelly Roll,05-11-2023,QMRSZ2300359,"4,125",20.9,"9,59,46,720","13,156","1,55,37,858",6,,,,,,,,,,15,"76,31,939",,"9,91,24,323","25,582",,,,0
ROLLIN N CONTROLLIN FREESTYLE,Woo Shit,DUSTY LOCANE,08-06-2020,USUYG1329885,"4,137",20.9,"15,32,13,678","70,131","71,26,412",53,"6,64,14,830","8,40,510","1,05,736","10,27,87,553","64,88,33,938","41,66,998",8,"1,242",,2,285,,"18,30,754","2,960","2,38,93,875","6,42,918",,1
GO (feat. Juice WRLD),GO (feat. Juice WRLD),The Kid LAROI,06-12-2020,USSM12003703,"4,146",20.8,"48,82,53,341","1,08,963","1,44,79,778",63,"10,01,09,974","15,53,178","30,990","1,41,33,727","8,97,67,528","97,62,188",44,"1,100",,23,"1,29,806",5,"1,62,47,484","11,503",,,,1
Backyard Boy,BeVerly Hills BoYfRiEnd,Claire Rosinkranz,8/14/2020,QZHN62022495,"4,168",20.8,"27,12,35,105","63,488","1,23,56,624",60,"8,97,52,088","14,66,031","15,05,601","36,50,97,927","2,63,36,43,813","24,61,843",29,"4,084",526,8,"16,632",6,"90,35,636","7,104",,"6,76,098",,0
Bohemian Rhapsody,Absolute Greatest,Queen,11/16/2009,GBCEE0900148,"4,147",20.8,"2,48,69,08,570",264,"18,456",,"2,03,62,68,766","1,45,92,615",,,,"1,51,62,20,978",,,,,,,,,,,,0
Back It up and Dump It (Dump Truck),Back It Up and Dump It (Dump Truck),GC Eternal,07-09-2013,QMT571100025,"4,169",20.8,"1,00,19,831","3,056","22,01,159",55,"29,90,740","46,453","29,36,600","19,39,09,814","1,68,55,52,133","60,13,908",1,7,79,1,"19,564",12,,,,"66,875",,0
"Salamin, Salamin",Talaarawan - EP,BINI,03-08-2024,PHS032402600,"4,156",20.8,"5,88,23,260","1,070","1,37,84,216",78,"3,03,55,534","2,90,040",,"21,21,743","2,58,14,718","3,60,77,293",5,190,,2,"74,524",,,,,"13,910",,0
Skyfall - Full Length,Skyfall,Adele,10-04-2012,GBBKS1200164,"4,159",20.8,"69,40,94,195","1,16,469","6,55,65,928",78,"61,99,05,722","41,86,117","2,35,100","7,93,81,856","51,09,15,665","34,62,75,194",60,"35,051",,55,"5,96,330",22,"8,29,19,152","2,84,932",,"83,33,219",,0
Beautiful Girls,Groove So Much !,Sean Kingston,04-03-1998,USSM10701781,"4,155",20.8,"17,83,39,925","1,89,706","7,73,73,837",72,"1,49,93,85,808","1,22,20,360","77,79,004","9,49,39,587","80,37,19,645","19,38,30,298",100,"17,526",89,75,"7,92,050",12,"20,82,19,623","2,22,153",,"44,03,782",,0
Saawariya,Saawariya,Aastha Gill,10-08-2021,INS172104096,"4,153",20.8,"2,88,05,237","1,873","8,36,098",45,"15,31,01,388","17,17,781","21,00,000","1,19,95,964","21,24,90,319",,1,270,,,,1,,,,"1,05,909",,0
Mon amour,Mon amour,Slimane,11-08-2023,FRDZ22300550,"4,157",20.8,"5,39,69,524","4,597","88,50,447",63,"3,32,19,103","3,17,942","8,208","1,97,907","47,11,140","10,91,36,641",30,"25,988",,36,"1,74,95,352",27,"9,595",26,,"4,70,221",,0
ýýýýýýýýýýýýýý ýýýýýýýý,ýýýýýýýýýýýýýý ýýýýýýýý,ýýýýýýýýýýýý ýýýýýýýýýýýýýý,1/20/2021,FR10S2137488,"4,151",20.8,"2,19,70,517","11,053","4,36,364",45,"45,53,00,901","17,89,364","1,87,100","1,79,52,393","43,33,29,532","11,29,669",17,11,,2,"5,452",,,,,"29,38,941",,0
ýýýýýýýýýý ýýýýýýýýýýýý (ýýýýýýýýýýýýýý),ýýýýýýýýýý ýýýýýýýýýýýý (ýýýýýýýýýýýýýý),5ï¿½ï¿½ï¿,06-02-2023,RUA1D2354001,"4,162",20.8,"73,75,613","3,903","4,71,206",54,"13,62,97,891","6,53,910","1,07,200","81,77,945","13,04,70,945","40,91,37,727",4,"1,586",,,,,,,,,,0
Fly high to cloud nine,Fly high to cloud nine,Terry Flow,09-12-2022,QZNWV2289511,"4,165",20.8,"7,52,826",6,"15,634",13,,,,,,,,,,,,,,,"3,42,68,178",1,,1
Rainfall,Rainfall,Tom Santa,2/18/2022,GBUM72200893,"4,167",20.8,"16,48,56,432","76,735","4,46,49,643",70,"1,32,63,610","1,31,789",620,"1,41,091","18,06,528",,10,393,51,17,"26,550",14,"4,678",77,,"4,73,453",,0
Por el Resto de Tu Vida,Por el Resto de Tu Vida,Christian Nodal,1/27/2023,QZQPC2100077,"4,150",20.8,"19,99,53,495","13,323","1,46,58,527",70,"10,77,63,494","5,57,859",,,,"12,24,18,280",17,"12,281",24,12,"3,34,029",23,"2,04,51,203","1,814",,"4,64,296",,0
Earth,Earth,Lil Dicky,4/18/2019,QMRSZ1900492,"4,152",20.8,"21,11,58,013","32,331","31,38,494",54,"52,26,28,926","1,36,14,101","4,92,800","6,13,79,665","51,25,03,154","16,08,37,250",5,167,,5,"2,418",2,"49,32,099","1,13,373",,"10,07,773",,1
23 Preguntas,23 Preguntas - Single,Anuel AA,8/23/2021,QMFME2196017,"4,158",20.8,"15,42,50,706","31,969","79,64,623",66,"28,45,78,688","18,44,499","48,300","56,57,914","5,73,72,493","2,52,92,068",20,"1,699",,7,"22,84,818",6,"84,80,611","2,227",,"4,35,928",,1
Souk,Souk,Samara,05-06-2024,LBA0H2009248,"4,145",20.8,"14,77,559",107,"7,94,717",,"1,71,85,672","1,82,233",,,,,2,1,,1,"62,559",,158,,,"27,583",,1
Mi Gata,Mi Gata - Single,Standly,11-11-2021,QZNWY2151576,"4,154",20.8,"14,17,47,648","34,061","30,59,194",57,"6,62,64,480","5,24,414","11,99,989","14,92,54,337","2,05,30,61,623",,6,"2,279",,2,"2,051",,,,,"21,95,940",,0
Chillax,Visionary,Farruko,10/23/2015,USSD11500378,"4,148",20.8,"36,62,68,077","40,643","1,17,04,627",63,"1,01,37,72,791","30,53,038","4,16,000","6,63,74,357","60,02,74,227","15,09,46,913",28,"4,484",28,20,"1,80,869",12,"11,55,56,623","30,706",,"29,25,079",,0
ROZE | DJ TAO Turreo Sessions #22,ROZE | DJ TAO Turreo Sessions #22,DJ Tao,11/23/2023,CLAA22300335,"4,161",20.8,"6,41,43,264","8,734","1,11,53,394",68,"4,71,57,935","2,11,960",,,,"19,56,23,398",,433,,5,"25,450",7,,,,"52,060",,0
Bilmem Mi?,Bilmem Mi?,Sefo,07-09-2021,QMFME2103846,"4,144",20.8,"14,67,09,792","28,310","32,44,623",41,"32,19,31,791","13,62,201","2,16,003","2,55,15,966","53,90,98,923","45,74,297",14,"5,698",,6,"28,380",,,,,"8,54,741",,0
Tattoo - Remix with Camilo,Tattoo (Remix),Rauw Alejandro,07-09-2020,USSD12000188,"4,160",20.8,"62,38,75,921","59,902","2,29,06,497",66,"2,20,48,904","3,03,027","14,00,298","5,68,67,167","55,05,68,367","1,00,54,807",133,"25,423",,30,"3,85,759",14,"2,80,96,261","6,498","19,95,246","15,87,660",,0
Ready For Love,BORN PINK,BLACKPINK,9/16/2022,KRA402200029,"4,163",20.8,"11,52,37,552","9,312","66,82,567",55,"24,35,09,528","58,70,222","12,395","72,37,020","5,15,26,563","76,76,873",2,834,,2,"80,569",15,"8,85,996",476,,"2,70,240",,0
Tombstone,Tombstone,Rod Wave,3/24/2021,USLD91731547,"4,164",20.8,"13,79,24,605","30,692","27,64,081",62,"19,27,48,584","16,99,888","80,511","2,34,71,473","14,22,22,723","27,75,58,051",26,"72,494",91,1,,9,"7,54,17,301","47,758",,"7,48,828",,1
From the Start,From the Start,Good Kid,11-10-2023,QZW9K2346702,"4,143",20.8,"5,50,80,421","11,926","32,21,528",71,"2,32,81,919","4,34,199",,"9,99,225","75,97,358",,,113,,,,,"3,21,187",435,"12,14,062","1,24,612",,0
Pyramide,Pyramide,Werenoi,2/15/2024,FR10S2436039,"4,166",20.8,"3,80,79,739","4,948","47,42,178",66,"1,95,94,813","1,35,889",,,,"8,63,13,983",20,"3,624",,14,"57,31,293",11,,,,"3,36,585",,1
ýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýý,Galibri & Mavik,5/19/2021,RUA1D2117031,"4,149",20.8,"2,51,49,668","13,174","6,03,919",48,"40,67,17,108","15,67,948","2,42,400","4,10,05,985","98,78,19,837","5,51,347",17,282,,1,"56,252",,,,,"20,98,943",,0
Sobran Motivos,Sobran Motivos - Single,Conjunto Rienda Real,02-10-2023,USA2P2304907,"4,171",20.7,"14,57,07,423","11,288","69,08,229",67,"10,07,16,156","5,95,346",,,,,,212,,,,2,"1,93,80,361","7,761","24,90,102","5,66,844",,0
Tacata (Remix),Tacata (Remix),Tiagz,12/22/2023,USA2P2363165,"4,178",20.7,"10,06,34,965","8,790","2,94,58,776",,"1,93,67,095","2,00,936",,,,"1,21,50,44,371",5,"1,910",,2,"3,193",5,"4,08,770","1,903",,"2,91,674",,1
Million Reasons,Million Reasons,Lady Gaga,10-06-2016,USUM71609736,"4,175",20.7,"82,54,65,124","71,034","2,82,88,082",69,"56,74,25,578","44,10,512","1,21,710","43,03,879","3,80,88,467","11,74,849",106,"4,311",59,38,"1,99,760",54,"15,88,81,679","90,725",,"43,51,780",,0
Can't Have Mine,Can't Have Mine - Single,Dylan Scott,2/18/2022,USCRB2200013,"4,170",20.7,"9,85,38,888","14,642","41,47,528",60,"1,61,19,088","1,40,631","1,00,893","65,65,030","6,67,70,114","2,99,226",15,"2,11,013",41,1,"87,320",13,"6,56,59,307","5,819",,"5,32,133",,0
supï¿½ï,supï¿½ï,ýýýýýýýýýý,08-11-2023,QZPLS2305099,"4,188",20.7,"6,36,42,484","15,618","10,35,077",65,"1,57,86,520","5,08,672","3,05,600","8,91,99,660","83,38,09,283",,1,,,,,,"89,501",93,,"4,00,490",,0
What Else Can I Do?,Encanto (Original Motion Picture Soundtrack),Diane Guerrero,11/19/2021,USWD12112916,"4,186",20.7,"18,66,07,065","18,815","93,12,393",62,"27,85,76,205","14,76,391",,"4,42,31,105","37,15,11,075","6,53,38,805",14,220,,,,2,"3,62,98,502","27,656",,"1,42,768",,0
YA NO TE EXTRAï¿½,NASTY SINGLES,NATTI NATASHA,12-07-2023,USB272300115,"4,179",20.7,"91,29,729","1,422","37,77,844",,"7,82,90,967","1,03,564",,,,"1,62,18,17,535",4,"5,230",5,11,"39,011",12,,,,"71,640",,0
Yankee 150,Yankee 150 - Single,Yandel,6/16/2023,QM6P42372371,"4,189",20.7,"12,68,79,048","19,994","1,91,60,060",63,"2,69,43,448","1,51,763","1,427","36,122","3,89,534",,25,"9,665",5,8,"1,20,693",12,"2,10,58,757","1,446","5,25,588","1,99,309",,1
Yacht Club (feat. Juice WRLD),Nuthin' 2 Prove,Lil Yachty,10/19/2018,USUG11801956,"4,176",20.7,"29,64,69,547","71,250","1,17,53,515",62,"3,96,87,605","3,46,501","2,084","3,45,341","25,75,024","6,328",10,808,,2,"1,406",,"1,79,18,824","20,468","5,47,22,837","3,40,817",,1
The One That Got Away,Teenage Dream,Katy Perry,01-01-2010,USCA21001266,"4,172",20.7,"92,13,51,898","1,10,426","3,47,57,269",67,"1,12,67,99,119","56,03,400","1,10,393","5,48,83,634","39,77,46,382","52,81,40,571",40,"25,625",16,21,"81,354",16,"30,28,55,271","2,20,209",,"46,74,619",,0
La Romana,X 100PRE,Bad Bunny,12/23/2018,QM7281884731,"4,191",20.7,"41,08,97,040","71,655","1,68,04,911",68,"42,84,12,819","32,56,737","15,791","1,00,68,979","7,93,48,588","2,62,38,783",37,"5,585",19,8,"1,84,206",3,"4,74,39,393","26,404",,"27,64,964",,1
Soltera - Remix,Soltera (Remix),Lunay,05-10-2019,USA2P1927909,"4,180",20.7,"96,07,53,774","96,971","4,26,96,430",67,,,"1,51,800","92,53,742","6,83,13,797",,95,"18,263",10,19,"2,06,475",29,"12,42,05,996","30,729","90,48,845","19,45,500",,0
Fine Day Anthem,Fine Day Anthem,Skrillex,07-07-2023,USAT22306616,"4,190",20.7,"5,04,71,076","29,417","2,85,37,805",65,"68,74,694","1,38,715","1,161","2,28,301","28,93,271",,19,"6,190",165,11,"28,211",14,"43,293",142,,"4,37,498",,0
Aking Pahinga - Sped Up Version,Aking Pahinga (feat. I-ghie) [Sped Up Version] - Single,Dro Perez,12/15/2022,QZTB62239239,"4,184",20.7,"46,71,066",357,"2,05,254",39,,,"18,00,000","2,19,60,206","25,74,57,879",,,,,,,,,,,"6,026",,0
Big Jet Plane,Big Jet Plane,Restricted,12-09-2022,DEUM72208091,"4,185",20.7,"10,44,93,081","40,264","1,08,35,008",64,"42,14,887","50,258","6,920","34,47,268","3,37,84,807","2,23,12,427",14,"15,281",,16,"2,13,835",,,,"31,46,790","7,22,782",,1
The American Dream Is Killing Me,The American Dream Is Killing Me,Green Day,10/24/2023,USRE12300349,"4,181",20.7,"1,53,36,055","4,793","22,83,611",1,"37,25,312","1,04,259",142,"1,87,968","1,32,61,497","1,70,26,658",18,"81,755",192,7,"90,570",23,"8,44,692",298,,"1,81,059",,1
Sarah's Place (feat. Noah Kahan),Sarah's Place (feat. Noah Kahan),Zach Bryan,9/21/2023,USWB12305747,"4,183",20.7,"12,52,67,352","19,156","39,13,622",,"18,95,430","9,640",,"2,04,223","14,36,305",,7,345,4,1,"53,340",24,"84,66,580","2,172","6,96,721","91,756",,0
"Badass (From ""Leo"")","Badass (From ""Leo"")",Anirudh Ravichander,9/28/2023,INS172309078,"4,174",20.7,"8,08,86,056","4,145","36,73,433",,"9,44,60,422","19,77,999",,"1,52,661","19,17,705",,2,58,,,,18,"2,829",25,,"38,070",,0
Fuga Pa Cali 2,La Clase,Grupo Los de la O,11-12-2021,QZMFV2000234,"4,182",20.7,"27,45,59,147","28,733","1,05,67,336",66,"22,50,16,104","10,56,037","18,000","89,35,584","9,87,20,581",,7,11,4,,,11,"1,05,37,539","2,620","22,39,350","5,92,764",,1
Pano,Pano,Zack Tabudlo,12-06-2021,PHUM72100441,"4,173",20.7,"26,12,75,106","28,281","1,55,65,070",64,"21,25,25,130","13,50,970","3,84,326","6,64,81,618","58,27,12,801","5,63,870",13,"1,660",,,,,"53,001",244,,"2,37,547",,0
All The Parties (feat. Chief Keef),For All The Dogs,Drake,10-06-2023,USUG12306081,"4,177",20.7,"4,85,56,312","18,674","20,57,602",,"30,06,021","43,340",631,"5,59,278","40,98,401",,5,154,5,,,1,"13,38,774",545,"22,64,570","94,446",,1
When I Was Your Man,Unorthodox Jukebox,Bruno Mars,12-07-2012,USAT21206701,"4,187",20.7,"2,10,60,40,891","2,31,184","11,11,14,931",81,"27,57,68,987","21,72,034","2,37,576","7,27,40,220","62,48,16,222","2,78,25,601",104,"1,52,868",228,184,"10,54,128",39,,,,,,0
Cruise,Here's To The Good Times,Florida Georgia Line,01-01-2012,USUM71207991,"4,210",20.6,"45,57,80,340","62,047","1,74,93,880",67,"28,01,769","34,063","32,146","11,43,655","1,17,85,941",,69,"1,38,702",281,5,"6,542",32,"60,17,41,070","10,27,366","18,39,356","26,90,275",,0
Blood Sweat & Tears,You Never Walk Alone,BTS,2/13/2017,KRA381700240,"4,201",20.6,"56,33,66,391","4,227","10,81,064",43,"1,13,80,81,643","1,92,59,795","1,45,400","4,49,51,221","24,77,25,561","12,76,94,240",3,,,1,"1,87,370",,,,,"10,45,304",,0
BAND4BAND,BAND4BAND - Single,Central Cee,5/23/2024,USSM12404528,"4,203",20.6,"8,61,44,467",50,"49,358",7,,,,,,,152,,,1,"13,59,504",,,,,,,0
All We Got (feat. KIDDO),All We Got (feat. KIDDO),Robin Schulz,10/16/2020,DEA622000934,"4,215",20.6,"26,74,59,903","56,613","60,99,494",53,"6,78,57,878","5,94,378","1,60,198","2,83,93,269","36,96,06,102","2,87,14,593",63,"2,01,505",,40,"7,41,931",7,"2,93,167",577,,"28,31,037",,1
Sinceramente,E POI SIAMO FINITI NEL VORTICE,Annalisa,9/29/2023,ITQ002301128,"4,204",20.6,"6,79,67,157","3,843","81,33,274",62,"6,42,06,693","3,80,795",,,,"97,62,54,552",25,"19,331",,6,"37,96,345",25,"3,969",55,,"5,01,689",,0
DOLA,DOLA - Single,ANGGA DERMAWAN,5/21/2024,QZYHM2416383,"4,212",20.6,"49,06,976",182,"30,77,523",62,"1,10,83,107","1,71,439",,,,,2,,,1,"4,686",,,,,"20,420",,0
Lie,Perception,NF,10-06-2017,USUM71708227,"4,195",20.6,"58,25,49,538","89,956","2,49,69,551",69,"23,11,40,951","21,79,847","1,01,201","1,74,64,697","9,33,92,003","2,84,42,651",10,"51,559",,13,"5,047",2,"25,49,50,295","76,133",,"22,88,366",,0
Love Shot,LOVE SHOTï¿½ï¿½ï¿½ The 5th Album Rep,EXO,12/13/2018,KRA301800573,"4,207",20.6,"35,86,20,184","30,692","71,98,195",65,"71,04,63,080","99,02,612","1,15,162","6,35,26,694","45,68,14,795","77,17,184",8,"2,786",13,3,"9,706",8,"25,91,680","7,873",,"6,23,684",,0
Have You Ever Seen The Rain,Chronicle: The 20 Greatest Hits (Remastered 2023 / Hi Res),Creedence Clearwater Revival,6/30/2023,USC4R2334181,"4,196",20.6,,,,,,,,,,,,,,,,,,,,"1,10,85,255",,0
Down In Atlanta,Down In Atlanta - Single,Pharrell Williams,11/18/2022,USSM12208341,"4,214",20.6,"9,24,24,493","45,053","66,04,373",58,"92,82,240","1,61,536","22,813","1,18,13,458","12,09,98,374","90,09,528",22,"14,373",83,23,"3,74,295",,"17,54,240",811,"19,06,965","3,14,486",,1
Experimento,Experimento - Single,Myke Towers,9/23/2021,USWL12100447,"4,216",20.6,"22,80,03,109","58,288","92,25,902",63,"10,65,13,804","7,55,609","2,34,800","6,74,61,581","54,83,93,169","55,76,038",29,"14,998",10,12,"49,051",21,"14,94,027",913,,"9,10,638",,0
Only,Only,Nicki Minaj,10/28/2014,USCM51400340,"4,217",20.6,"55,77,75,679","78,471","2,13,17,084",60,"17,44,22,564","12,50,134","55,769","2,63,46,273","18,45,69,148",6,35,367,,11,"73,944",25,"60,50,54,540","4,25,555",,"41,62,674",,1
Ginseng Strip 2002,Lavender - Single,Yung Lean,01-01-2013,SEY491300006,"4,202",20.6,"27,69,92,369","1,05,690","1,13,67,953",64,"12,61,16,178","25,85,938","85,15,109","1,68,47,66,527","17,75,92,63,793","11,82,01,104",10,393,423,12,"66,615",,"9,67,609","4,145",,"38,22,373",,1
Good To Be,Good To Be,Mark Ambor,10/17/2023,QM24S2307335,"4,192",20.6,"8,16,32,951","14,438","98,55,635",,"1,08,15,357","1,55,660","6,047","42,87,181","4,20,31,379",,6,"13,292",,13,"1,37,275",1,"69,038",117,,"5,00,124",,0
My House,My House,Flo Rida,3/17/2015,USAT21500384,"4,205",20.6,"1,06,99,60,318","1,64,242","3,83,27,757",71,"47,57,19,992","35,12,318","8,34,432","15,75,71,123","1,82,46,23,443","20,71,97,068",81,"45,968",405,17,"16,555",13,,,,,,0
Sun to Me,American Heartbreak,Zach Bryan,5/20/2022,USWB12201490,"4,209",20.6,"30,71,25,680","37,085","45,80,996",78,"2,39,58,351","1,15,841","82,568","1,15,98,936","9,15,48,493","23,72,87,388",5,"1,612",24,1,71,6,"6,10,65,910","9,915","20,86,392","1,70,053",,0
Malicious Intentions,Malicious Intentions - Single,Pozer,4/19/2024,GBARL2400393,"4,198",20.6,"90,34,106","1,760","94,86,862",,"20,04,196","33,758",,,,"2,44,44,704",3,752,2,5,"2,05,473",16,,,"13,75,817","34,516",,1
Hours In Silence,Her Loss,Drake,11-04-2022,USUG12208604,"4,218",20.6,"14,76,88,885","45,526","1,02,74,263",65,"2,77,20,116","2,02,844","4,828","12,67,812","1,25,48,958",,11,134,2,1,"3,521",2,"76,63,068","3,362",,"5,41,833",,1
Title,Title,Meghan Trainor,09-09-2014,USSM11406369,"4,193",20.6,"20,53,12,051","28,368","72,13,050",59,"14,05,53,023","17,77,780","89,36,513","1,04,28,70,769","11,01,89,22,699","36,60,597",15,"4,257",72,15,"51,860",7,"6,81,38,950","34,917",,,,1
ID,ID - Single,Young Miko,06-02-2023,QZXD92300004,"4,197",20.6,"11,86,89,822","21,235","1,00,88,905",61,"4,55,65,540","4,35,913","62,500","2,35,71,763","21,55,16,634","70,14,186",17,"3,615",22,5,"13,70,903",5,"11,71,962",267,"3,14,977","2,27,408",,1
In My Head,In My Head,Juice WRLD,10/28/2022,USUG12207965,"4,194",20.6,"13,68,78,823","44,098","1,40,28,444",62,"4,61,28,261","7,05,084","21,940","20,45,576","1,72,08,694","74,84,886",10,817,1,2,"1,13,827",7,"63,54,076","3,193",,"1,64,132",,1
Bori,Bori (feat. Lenier),6ix9ine,3/31/2023,QZJ842002915,"4,206",20.6,"1,58,56,627","4,695","4,94,348",,"9,34,67,042","15,98,098","5,88,200","4,62,38,462","83,06,80,479",,,118,,1,"18,344",,"4,66,750",506,,"4,24,524",,0
El Perdedor,El Perdedor,Maluma,12/19/2016,TCACU1692618,"4,219",20.6,"7,83,995",108,"24,816",,"1,31,12,71,229","34,81,101",,,,"19,36,78,413",,,,,,,,,,,,0
Baller,Baller,Shubh,09-09-2022,QMBZ92275950,"4,211",20.6,"26,19,75,922","21,887","47,73,032",66,"13,42,02,748","15,12,168","1,99,453","82,77,557","14,68,49,902","42,44,389",14,512,,,,2,"28,352",43,,"2,40,426",,0
Remember That Night?,Remember That Night?,Sara Kays,11-06-2020,USAT22007230,"4,200",20.6,"36,35,10,259","62,841","2,91,85,291",68,"4,56,36,634","6,15,650","98,763","13,56,73,629","90,73,51,760","7,103",51,"12,357",17,12,"12,103",,"4,47,33,897","9,429","1,50,09,558","6,63,298",,0
Hummingbird (Metro Boomin & James Blake),METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),Metro Boomin,06-02-2023,USUM72307467,"4,208",20.6,"8,85,24,099","26,884","46,13,355",63,"2,58,81,919","3,09,105","1,897","23,33,269","1,51,22,285","15,453",14,124,,1,"8,934",2,"17,14,633","2,461",,"8,28,611",,0
Tigini (Remix),Tigini (Remix) - Single,Kikimoteleba,5/20/2022,ES71G2217944,"4,199",20.6,"9,79,02,676","29,131","44,36,551",58,"20,13,68,546","36,57,987",292,"23,173","3,34,079","2,08,53,109",7,"2,981",,3,"25,321",6,,,"6,34,462","4,01,243",,0
"ýý Isso Bebýý, Týý Certa!","ýý Isso Bebýý, Týý Certa!",Mc IG,3/20/2024,BRWMB2400226,"4,213",20.6,"3,72,18,252","3,393","1,56,90,540",,"1,99,19,550","1,96,089",,,,"11,85,45,121",,,,17,"9,34,431",13,,,,,,1
Sobredosis (feat. Ozuna),Golden,Romeo Santos,7/21/2017,USSD11700341,"4,220",20.6,"43,30,74,753","46,083","1,47,63,723",69,"73,33,83,572","30,63,277","90,882","2,76,78,224","27,12,73,148","6,98,19,676",20,"3,824",39,11,"1,78,299",18,"10,57,83,651","31,025",,"21,69,286",,0
Bound 2,Yeezus,Kanye West,01-01-2013,USUM71307523,"4,239",20.5,"94,85,62,412","2,27,652","3,00,88,786",76,"17,97,63,989","19,52,137","1,37,434","7,93,93,828","50,95,50,794","21,15,923",52,"1,601",23,13,"34,894",20,"2,11,77,888","78,958","3,11,81,184","22,95,441",,1
Proteï¿½ï¿½ï¿½ï¿½o,EP Meu Sonho - Pt. 2,Tarcï¿½ï¿½sio do Acor,07-02-2021,BCTOE2100085,"4,232",20.5,"10,27,03,448","10,682","39,07,728",58,"39,04,56,652","21,79,957","14,289","44,02,423","4,65,39,050","2,05,83,147",3,373,,4,"1,89,807",2,,,"42,30,390","89,564",,0
Piï¿½ï¿½o de Vida L,Piï¿½ï¿½o de Vida L,Japï¿½ï¿½,4/27/2023,BCSUV2303160,"4,244",20.5,"3,65,93,527","4,601","38,63,720",55,"9,44,98,808","6,30,206","4,72,200","6,46,61,196","1,51,72,49,875","1,88,50,454",1,2,,,,2,,,,"3,34,171",,0
COULD BE WRONG,COULD BE WRONG,LOSTBOYJAY,12-02-2022,GBUM72208113,"4,223",20.5,"5,66,45,454","39,890","45,40,523",67,"91,85,128","1,33,475","16,025","68,99,191","7,53,63,545",,4,"3,089",18,6,"27,747",6,,,"47,23,712","3,06,300",,0
Night Away (Dance) (feat. Tion Wayne),Night Away (Dance) (feat. Tion Wayne),A1 x J1,03-03-2022,GBUM72200940,"4,253",20.5,"14,88,55,365","68,961","47,38,866",57,"2,13,20,423","3,02,697","54,045","1,42,21,839","16,49,49,728","1,18,66,650",9,"16,726",,9,"20,327",6,,,,"7,19,356",,1
Empire State Of Mind,The Blueprint 3,JAY-Z,09-08-2009,USJZ10900031,"4,231",20.5,"1,02,16,47,566","2,53,182","7,85,27,028",77,"60,84,25,147","45,76,133","70,684","2,17,07,894","17,95,39,671","2,26,87,602",139,"2,996",,77,"11,63,334",43,,,,"1,31,07,981",,1
Paradise - Radio Edit,NRJ Music Awards 2012,Coldplay,12/26/2011,GBAYE1101144,"4,245",20.5,"1,28,72,92,679",143,"20,596",,"1,86,93,23,331","92,56,071",,,,"25,30,40,757",,"7,718",,,,,,,,,,0
All Eyes On You (feat. Chris Brown & Nicki Minaj),All Eyes On You (feat. Chris Brown & Nicki Minaj),Meek Mill,6/27/2015,USAT21501575,"4,237",20.5,"36,99,47,896","53,156","1,16,32,300",62,"1,18,07,73,743","54,61,869","21,506","32,70,191","2,20,26,802","16,39,34,131",26,"28,859",48,6,"26,325",10,,,,,,1
Starboy - Live,After Hours (Live At SoFi Stadium),The Weeknd,03-03-2023,USUG12301497,"4,250",20.5,"62,31,986",602,"10,43,775",43,"21,98,72,306","15,38,709",84,"1,03,579","6,76,012","1,26,984",,,,,,,"7,762","1,165",,,,1
Bubalu,Bubalu,Becky G,11-06-2018,QZ7B81700010,"4,236",20.5,"39,23,08,500","47,157","1,23,59,129",64,"55,91,83,696","31,99,782","1,49,092","1,20,34,242","9,36,06,502","3,07,12,745",21,789,,12,"29,748",15,"7,53,36,645","20,381",,"12,12,362",,0
